Molecule_ID,Atom_Index,Element,Target,Prediction,Difference
0,47,C,33.867374420166016,34.29084014892578,0.42346573
0,48,C,24.278095245361328,24.127941131591797,-0.15015411
0,49,C,37.50171661376953,37.558006286621094,0.056289673
0,50,C,40.77927780151367,40.496517181396484,-0.28276062
0,51,C,34.668033599853516,35.074249267578125,0.40621567
0,52,C,48.78849792480469,48.2548713684082,-0.53362656
0,53,C,40.740386962890625,40.53190231323242,-0.20848465
0,54,C,34.76669692993164,34.960411071777344,0.19371414
0,55,C,24.58263397216797,24.35636329650879,-0.22627068
0,56,C,13.705893516540527,14.789830207824707,1.0839367
0,57,C,40.69408416748047,40.48929214477539,-0.20479202
0,58,C,37.26757049560547,37.87238693237305,0.60481644
0,59,C,32.474361419677734,31.988872528076172,-0.4854889
1,0,C,25.41633415222168,25.63092803955078,0.21459389
1,1,C,22.21407127380371,22.52835464477539,0.31428337
1,2,C,30.423465728759766,30.517908096313477,0.09444237
1,3,C,29.179044723510742,28.99736213684082,-0.18168259
1,4,C,44.11244583129883,43.84267807006836,-0.26976776
1,5,C,38.53501510620117,39.07966995239258,0.54465485
1,6,C,31.78530502319336,31.875728607177734,0.090423584
1,7,C,26.155471801757812,26.172286987304688,0.016815186
1,8,C,34.57160568237305,34.59707260131836,0.025466919
1,9,C,32.35956954956055,32.60976028442383,0.25019073
1,10,C,26.99833869934082,26.703092575073242,-0.29524612
1,11,C,34.01662826538086,34.09880447387695,0.08217621
1,12,C,22.74168586730957,22.861717224121094,0.12003136
1,13,C,44.040157318115234,43.90925598144531,-0.13090134
1,14,C,28.859848022460938,29.008634567260742,0.14878654
1,15,C,45.7841911315918,45.984683990478516,0.20049286
1,16,C,31.7619571685791,32.301856994628906,0.5398998
1,17,C,20.067655563354492,19.942766189575195,-0.124889374
1,18,C,22.731306076049805,23.023937225341797,0.29263115
1,19,C,42.91193771362305,42.977508544921875,0.06557083
1,20,C,33.19572067260742,33.254459381103516,0.05873871
1,21,C,33.09162139892578,32.453086853027344,-0.63853455
1,22,C,38.89351272583008,38.955142974853516,0.06163025
1,23,C,37.42694091796875,37.31212615966797,-0.11481476
1,24,C,26.20627212524414,26.25235366821289,0.046081543
1,25,C,30.161725997924805,30.082420349121094,-0.07930565
1,26,C,26.182601928710938,25.965412139892578,-0.21718979
1,27,C,31.008224487304688,30.518596649169922,-0.48962784
1,28,C,37.144004821777344,37.09380340576172,-0.050201416
1,29,C,38.31700897216797,38.665767669677734,0.3487587
1,30,C,37.1549072265625,37.16214370727539,0.0072364807
1,31,C,46.40869903564453,46.537254333496094,0.1285553
1,32,C,43.51692581176758,43.30595397949219,-0.21097183
1,33,C,43.57518768310547,43.74151611328125,0.16632843
1,34,C,29.42463493347168,29.762447357177734,0.33781242
1,35,C,22.83213996887207,22.828670501708984,-0.0034694672
1,36,C,32.96382522583008,33.213199615478516,0.24937439
1,37,C,27.440351486206055,27.5784969329834,0.13814545
1,38,C,34.6872444152832,34.73693084716797,0.049686432
1,39,C,32.19207763671875,32.44022750854492,0.24814987
1,40,C,31.70320701599121,31.808115005493164,0.10490799
1,41,C,33.83157730102539,34.02302169799805,0.1914444
1,42,C,42.33207321166992,42.4346809387207,0.10260773
1,43,C,39.21554946899414,39.00236511230469,-0.21318436
1,44,C,13.91469955444336,14.010727882385254,0.09602833
1,45,C,38.618961334228516,38.85355758666992,0.23459625
1,46,C,22.456113815307617,22.658449172973633,0.20233536
1,47,C,11.920160293579102,11.902068138122559,-0.018092155
1,48,C,35.39204406738281,35.615142822265625,0.22309875
1,49,C,38.367061614990234,38.285911560058594,-0.081150055
1,50,C,22.0966796875,22.219928741455078,0.123249054
1,51,C,34.22504425048828,34.38911056518555,0.16406631
1,52,C,36.83869552612305,37.36164474487305,0.5229492
1,53,C,40.790855407714844,41.213478088378906,0.42262268
1,54,C,29.31676483154297,29.278841018676758,-0.037923813
1,55,C,21.466875076293945,21.820932388305664,0.3540573
1,56,C,28.874629974365234,28.515148162841797,-0.3594818
1,57,C,28.817045211791992,28.715335845947266,-0.101709366
1,58,C,30.27185821533203,30.255569458007812,-0.016288757
1,59,C,41.5712890625,41.8043098449707,0.23302078
2,0,C,31.453771591186523,31.522550582885742,0.06877899
2,1,C,27.588756561279297,28.752178192138672,1.1634216
2,2,C,38.315673828125,38.415122985839844,0.09944916
2,3,C,29.4360408782959,29.89499855041504,0.45895767
2,4,C,21.838058471679688,21.8688907623291,0.03083229
2,5,C,26.788982391357422,27.153564453125,0.36458206
2,6,C,20.902189254760742,21.421493530273438,0.5193043
2,7,C,26.823183059692383,26.838396072387695,0.015213013
2,8,C,40.598350524902344,40.29607391357422,-0.3022766
2,9,C,36.24274444580078,36.47483444213867,0.23209
2,10,C,40.25864028930664,39.8621826171875,-0.39645767
2,11,C,38.74717712402344,38.827362060546875,0.08018494
2,12,C,26.171737670898438,26.003950119018555,-0.16778755
2,13,C,20.489479064941406,20.73604393005371,0.24656487
2,14,C,22.015844345092773,21.7342586517334,-0.2815857
2,15,C,30.826332092285156,31.233705520629883,0.40737343
2,16,C,41.24773406982422,41.45171356201172,0.20397949
2,17,C,31.004262924194336,31.039567947387695,0.035305023
2,18,C,40.087467193603516,39.88428497314453,-0.20318222
2,19,C,30.01413345336914,30.65133285522461,0.6371994
2,20,C,26.437252044677734,26.1524658203125,-0.28478622
2,21,C,36.674320220947266,36.90260314941406,0.22828293
2,22,C,49.6165771484375,49.61328125,-0.0032958984
2,23,C,39.24374008178711,39.274845123291016,0.031105042
2,24,C,43.016578674316406,42.853179931640625,-0.16339874
2,25,C,22.723970413208008,22.889997482299805,0.16602707
2,26,C,34.75632095336914,35.32368087768555,0.5673599
2,27,C,36.19744110107422,36.153377532958984,-0.044063568
2,28,C,45.71342086791992,45.64774703979492,-0.06567383
2,29,C,37.33590316772461,37.760345458984375,0.4244423
2,30,C,27.322664260864258,27.570777893066406,0.24811363
2,31,C,31.7066593170166,31.429288864135742,-0.27737045
2,32,C,27.591388702392578,27.778268814086914,0.18688011
2,33,C,50.20777893066406,50.50695037841797,0.29917145
2,34,C,28.767005920410156,29.09659194946289,0.32958603
2,35,C,51.44431686401367,51.882362365722656,0.4380455
2,36,C,34.35711669921875,34.974159240722656,0.61704254
2,37,C,32.10503387451172,32.70897674560547,0.6039429
2,38,C,34.36381149291992,34.69773483276367,0.33392334
2,39,C,28.361618041992188,28.953105926513672,0.5914879
2,40,C,26.066410064697266,26.986909866333008,0.9204998
2,41,C,33.690975189208984,34.21284484863281,0.52186966
2,42,C,41.902069091796875,41.814422607421875,-0.087646484
2,43,C,40.637245178222656,40.68073272705078,0.04348755
2,44,C,44.29140090942383,43.95441436767578,-0.33698654
2,45,C,41.91487503051758,41.81786346435547,-0.097011566
2,46,C,38.98023223876953,38.828041076660156,-0.15219116
2,47,C,30.08087158203125,30.138843536376953,0.057971954
2,48,C,30.94849967956543,31.319690704345703,0.37119102
2,49,C,25.682037353515625,26.146181106567383,0.46414375
2,50,C,27.8494873046875,27.504657745361328,-0.34482956
2,51,C,35.446434020996094,35.88923263549805,0.4427986
2,52,C,25.81059455871582,25.577743530273438,-0.23285103
2,53,C,29.092151641845703,29.231739044189453,0.1395874
2,54,C,31.635841369628906,31.73525047302246,0.0994091
2,55,C,36.37040328979492,36.4661979675293,0.09579468
2,56,C,34.5763053894043,34.219879150390625,-0.35642624
2,57,C,28.587759017944336,28.883569717407227,0.2958107
2,58,C,49.46050262451172,49.44801330566406,-0.012489319
2,59,C,27.835521697998047,28.152799606323242,0.3172779
3,0,C,38.30192947387695,38.53336715698242,0.23143768
3,1,C,34.2054443359375,34.12611770629883,-0.07932663
3,2,C,47.17829895019531,47.723655700683594,0.54535675
3,3,C,51.607112884521484,52.17245101928711,0.56533813
3,4,C,27.579113006591797,27.359052658081055,-0.22006035
3,5,C,26.36859703063965,26.497854232788086,0.1292572
3,6,C,38.25016403198242,38.309242248535156,0.059078217
3,7,C,31.097492218017578,31.27649688720703,0.17900467
3,8,C,30.923484802246094,31.896339416503906,0.9728546
3,9,C,33.60371780395508,33.55747604370117,-0.04624176
3,10,C,30.9635009765625,31.180776596069336,0.21727562
3,11,C,17.693153381347656,17.178014755249023,-0.5151386
3,12,C,26.051366806030273,26.097328186035156,0.04596138
3,13,C,41.14004135131836,40.972434997558594,-0.16760635
3,14,C,44.45090103149414,44.33322525024414,-0.11767578
3,15,C,45.648624420166016,45.5991325378418,-0.049491882
3,16,C,30.4216251373291,30.63372039794922,0.21209526
3,17,C,33.743064880371094,33.50246810913086,-0.24059677
3,18,C,25.069265365600586,25.080860137939453,0.011594772
3,19,C,16.717477798461914,16.819149017333984,0.10167122
3,20,C,42.34492492675781,42.66482162475586,0.3198967
3,21,C,36.971099853515625,36.997249603271484,0.02614975
3,22,C,24.66257667541504,24.796228408813477,0.13365173
3,23,C,26.23242950439453,26.287616729736328,0.055187225
3,24,C,29.119443893432617,28.919681549072266,-0.19976234
3,25,C,27.102975845336914,27.00274658203125,-0.10022926
3,26,C,38.89613723754883,38.659889221191406,-0.23624802
3,27,C,36.202430725097656,36.3099479675293,0.10751724
3,28,C,34.792659759521484,35.14398193359375,0.35132217
3,29,C,31.512540817260742,31.702495574951172,0.18995476
3,30,C,20.553300857543945,20.511293411254883,-0.042007446
3,31,C,24.308134078979492,24.15481948852539,-0.15331459
3,32,C,19.031347274780273,18.889440536499023,-0.14190674
3,33,C,36.70014953613281,36.819969177246094,0.11981964
3,34,C,28.58418083190918,28.98996353149414,0.4057827
3,35,C,24.172794342041016,24.13886070251465,-0.03393364
3,36,C,40.45723342895508,40.3609733581543,-0.09626007
3,37,C,34.260284423828125,34.356689453125,0.09640503
3,38,C,40.62567901611328,40.71630096435547,0.09062195
3,39,C,8.448461532592773,8.569019317626953,0.120557785
3,40,C,41.08586502075195,40.71217346191406,-0.37369156
3,41,C,19.37495231628418,19.454208374023438,0.07925606
3,42,C,42.46946716308594,42.31997299194336,-0.14949417
3,43,C,35.77888488769531,35.649444580078125,-0.12944031
3,44,C,34.26090621948242,34.06269073486328,-0.19821548
3,45,C,40.7885627746582,41.27989959716797,0.49133682
3,46,C,38.21590042114258,38.30503845214844,0.08913803
3,47,C,24.77827262878418,25.16136360168457,0.38309097
3,48,C,33.153114318847656,33.25151443481445,0.098400116
3,49,C,43.405967712402344,43.5793342590332,0.17336655
3,50,C,19.2992000579834,19.19839859008789,-0.10080147
3,51,C,34.4080924987793,35.268184661865234,0.86009216
3,52,C,21.112567901611328,21.398727416992188,0.28615952
3,53,C,36.966068267822266,37.262489318847656,0.29642105
3,54,C,35.94765090942383,36.01444625854492,0.06679535
3,55,C,43.75741195678711,43.78416442871094,0.026752472
3,56,C,31.014493942260742,30.971309661865234,-0.04318428
3,57,C,33.1451301574707,33.136634826660156,-0.008495331
3,58,C,27.16683006286621,26.911663055419922,-0.255167
3,59,C,39.742767333984375,39.51919937133789,-0.22356796
4,0,C,28.12141990661621,28.334983825683594,0.21356392
4,1,C,39.49361801147461,38.72882080078125,-0.7647972
4,2,C,31.82697105407715,31.921649932861328,0.09467888
4,3,C,27.624431610107422,27.446035385131836,-0.17839622
4,4,C,21.65338134765625,21.275802612304688,-0.37757874
4,5,C,41.23802185058594,40.959007263183594,-0.2790146
4,6,C,52.336753845214844,52.47022247314453,0.13346863
4,7,C,47.013797760009766,47.141990661621094,0.1281929
4,8,C,31.614580154418945,31.92142677307129,0.30684662
4,9,C,42.65888977050781,42.91115951538086,0.25226974
4,10,C,18.407981872558594,18.867839813232422,0.45985794
4,11,C,30.316160202026367,30.07605743408203,-0.24010277
4,12,C,41.077056884765625,41.159725189208984,0.082668304
4,13,C,41.36420822143555,41.16819763183594,-0.19601059
4,14,C,38.203369140625,38.44043731689453,0.23706818
4,15,C,27.45979881286621,27.447582244873047,-0.012216568
4,16,C,27.00969123840332,27.053720474243164,0.044029236
4,17,C,37.850318908691406,38.04922103881836,0.19890213
4,18,C,30.77418327331543,31.188867568969727,0.4146843
4,19,C,37.00434494018555,37.05299377441406,0.048648834
4,20,C,41.479705810546875,40.85464859008789,-0.6250572
4,21,C,25.588430404663086,25.76515007019043,0.17671967
4,22,C,21.901609420776367,21.802967071533203,-0.09864235
4,23,C,44.25719451904297,43.498291015625,-0.7589035
4,24,C,24.5201473236084,25.236967086791992,0.71681976
4,25,C,39.28191375732422,39.18207931518555,-0.09983444
4,26,C,30.496755599975586,30.63037109375,0.1336155
4,27,C,45.719852447509766,45.406455993652344,-0.31339645
4,28,C,30.422348022460938,30.654293060302734,0.23194504
4,29,C,39.454246520996094,38.981536865234375,-0.47270966
4,30,C,20.674917221069336,20.395933151245117,-0.27898407
4,31,C,32.68024444580078,33.023441314697266,0.34319687
4,32,C,28.324539184570312,28.669431686401367,0.3448925
4,33,C,32.44833755493164,32.3798828125,-0.06845474
4,34,C,36.62615203857422,36.574913024902344,-0.051239014
4,35,C,39.432655334472656,39.24050521850586,-0.19215012
4,36,C,30.40762710571289,30.385421752929688,-0.022205353
4,37,C,35.192283630371094,34.88463592529297,-0.3076477
4,38,C,28.65192413330078,29.110864639282227,0.4589405
4,39,C,35.224945068359375,35.17108917236328,-0.053855896
4,40,C,35.11491012573242,34.72337341308594,-0.3915367
4,41,C,29.69390106201172,30.224111557006836,0.5302105
4,42,C,32.457618713378906,32.507110595703125,0.049491882
4,43,C,23.154911041259766,23.014347076416016,-0.14056396
4,44,C,38.531150817871094,38.01054000854492,-0.5206108
4,45,C,20.001739501953125,20.187135696411133,0.1853962
4,46,C,37.651344299316406,37.81394958496094,0.16260529
4,47,C,47.33509826660156,47.293243408203125,-0.04185486
4,48,C,33.85527420043945,34.01667785644531,0.16140366
4,49,C,42.85305404663086,43.10530090332031,0.25224686
4,50,C,42.99686813354492,42.91923904418945,-0.07762909
4,51,C,21.832542419433594,22.178470611572266,0.3459282
4,52,C,46.34071350097656,46.441219329833984,0.10050583
4,53,C,19.633209228515625,19.403549194335938,-0.22966003
4,54,C,38.182987213134766,38.044952392578125,-0.13803482
4,55,C,43.48005676269531,43.328067779541016,-0.15198898
4,56,C,23.971025466918945,24.36676788330078,0.39574242
4,57,C,38.56332778930664,38.3663444519043,-0.19698334
4,58,C,45.41037368774414,44.942787170410156,-0.46758652
4,59,C,44.86089324951172,44.87519836425781,0.014305115
5,0,C,30.2777042388916,30.32098960876465,0.04328537
5,1,C,30.676998138427734,30.558883666992188,-0.11811447
5,2,C,30.970075607299805,30.358976364135742,-0.61109924
5,3,C,28.648279190063477,28.63330841064453,-0.014970779
5,4,C,27.501638412475586,27.35056495666504,-0.15107346
5,5,C,20.23019027709961,20.354333877563477,0.1241436
5,6,C,42.381629943847656,42.253028869628906,-0.12860107
5,7,C,33.32999038696289,33.4687385559082,0.13874817
5,8,C,24.565664291381836,24.207927703857422,-0.3577366
5,9,C,38.002769470214844,38.19572067260742,0.1929512
5,10,C,31.34170150756836,31.025705337524414,-0.31599617
5,11,C,33.31122970581055,33.64652633666992,0.33529663
5,12,C,34.419925689697266,34.674495697021484,0.25457
5,13,C,26.043193817138672,26.146467208862305,0.10327339
5,14,C,38.46421813964844,38.39076614379883,-0.073451996
5,15,C,16.287092208862305,16.715763092041016,0.42867088
5,16,C,15.116559982299805,15.503368377685547,0.3868084
5,17,C,35.3857536315918,35.184879302978516,-0.20087433
5,18,C,40.646995544433594,40.92586135864258,0.2788658
5,19,C,21.077598571777344,21.393640518188477,0.31604195
5,20,C,46.22323989868164,46.32286834716797,0.09962845
5,21,C,20.536909103393555,20.716876983642578,0.17996788
5,22,C,30.28191566467285,30.204206466674805,-0.0777092
5,23,C,26.281831741333008,26.34357452392578,0.061742783
5,24,C,38.362701416015625,38.34877014160156,-0.013931274
5,25,C,46.33517837524414,46.1746826171875,-0.16049576
5,26,C,56.15763473510742,56.048492431640625,-0.1091423
5,27,C,37.46659469604492,37.286842346191406,-0.17975235
5,28,C,35.52978515625,35.36971664428711,-0.16006851
5,29,C,35.37405014038086,36.091854095458984,0.71780396
5,30,C,28.226585388183594,27.926305770874023,-0.30027962
5,31,C,46.36407470703125,46.222328186035156,-0.14174652
5,32,C,28.52534294128418,28.462352752685547,-0.06299019
5,33,C,24.052854537963867,24.064069747924805,0.01121521
5,34,C,12.838262557983398,13.145268440246582,0.30700588
5,35,C,26.457616806030273,26.246021270751953,-0.21159554
5,36,C,22.731727600097656,23.39983367919922,0.6681061
5,37,C,29.00632667541504,29.028976440429688,0.022649765
5,38,C,31.673870086669922,31.96967315673828,0.29580307
5,39,C,41.19859313964844,41.32581329345703,0.12722015
5,40,C,39.05820083618164,38.74589920043945,-0.31230164
5,41,C,21.537246704101562,21.390281677246094,-0.14696503
5,42,C,35.79841995239258,35.9572868347168,0.15886688
5,43,C,34.97370910644531,34.903926849365234,-0.06978226
5,44,C,31.853771209716797,31.45566177368164,-0.39810944
5,45,C,41.836761474609375,42.246437072753906,0.4096756
5,46,C,46.22166442871094,46.01496505737305,-0.20669937
5,47,C,17.788772583007812,17.916339874267578,0.12756729
5,48,C,25.488630294799805,25.107301712036133,-0.38132858
5,49,C,18.160743713378906,18.44593048095703,0.28518677
5,50,C,18.877452850341797,18.50672149658203,-0.37073135
5,51,C,26.35527229309082,26.815715789794922,0.4604435
5,52,C,36.60688018798828,36.6154899597168,0.008609772
5,53,C,42.809844970703125,42.98597717285156,0.1761322
5,54,C,39.00419235229492,38.809349060058594,-0.19484329
5,55,C,39.480499267578125,39.51891326904297,0.038414
5,56,C,40.420711517333984,40.39044189453125,-0.030269623
5,57,C,36.39282989501953,36.53935623168945,0.14652634
5,58,C,27.370994567871094,27.508893966674805,0.1378994
5,59,C,20.800609588623047,20.90633201599121,0.10572243
6,0,C,29.29796600341797,29.74947738647461,0.45151138
6,1,C,40.566566467285156,40.69232177734375,0.12575531
6,2,C,40.4470329284668,40.59980010986328,0.15276718
6,3,C,37.43299865722656,37.34151077270508,-0.091487885
6,4,C,38.52053451538086,38.47988510131836,-0.040649414
6,5,C,23.6716251373291,23.64828872680664,-0.02333641
6,6,C,31.937232971191406,31.816129684448242,-0.12110329
6,7,C,46.137386322021484,46.10195541381836,-0.03543091
6,8,C,35.478981018066406,35.725948333740234,0.24696732
6,9,C,31.82383155822754,32.27211380004883,0.44828224
6,10,C,28.763904571533203,28.61381721496582,-0.15008736
6,11,C,24.126192092895508,24.313827514648438,0.18763542
6,12,C,38.32883834838867,38.28186798095703,-0.046970367
6,13,C,44.119728088378906,44.62126159667969,0.5015335
6,14,C,38.868900299072266,38.94157028198242,0.07266998
6,15,C,44.398643493652344,44.092979431152344,-0.30566406
6,16,C,18.972122192382812,19.072725296020508,0.1006031
6,17,C,26.753475189208984,26.794469833374023,0.040994644
6,18,C,26.046127319335938,26.551227569580078,0.50510025
6,19,C,24.83446502685547,24.700632095336914,-0.13383293
6,20,C,38.53944396972656,38.53767776489258,-0.0017662048
6,21,C,38.15692138671875,37.86863708496094,-0.2882843
6,22,C,47.60161590576172,47.44706344604492,-0.15455246
6,23,C,33.39168930053711,33.299007415771484,-0.092681885
6,24,C,42.16950225830078,42.171329498291016,0.00182724
6,25,C,14.496135711669922,14.612160682678223,0.11602497
6,26,C,30.162372589111328,30.283742904663086,0.121370316
6,27,C,23.068099975585938,23.287160873413086,0.2190609
6,28,C,39.297306060791016,39.526161193847656,0.22885513
6,29,C,40.75794982910156,40.4771728515625,-0.28077698
6,30,C,36.33433151245117,36.326107025146484,-0.008224487
6,31,C,28.864885330200195,29.094615936279297,0.2297306
6,32,C,37.826663970947266,38.05520248413086,0.22853851
6,33,C,26.146699905395508,26.38928985595703,0.24258995
6,34,C,28.043560028076172,27.858919143676758,-0.18464088
6,35,C,27.669710159301758,27.602535247802734,-0.06717491
6,36,C,32.94725036621094,33.13682174682617,0.18957138
6,37,C,49.23088455200195,49.18326950073242,-0.04761505
6,38,C,32.707054138183594,32.508766174316406,-0.19828796
6,39,C,35.100852966308594,35.026702880859375,-0.074150085
6,40,C,33.1227912902832,33.42482376098633,0.30203247
6,41,C,35.71060562133789,35.66847229003906,-0.04213333
6,42,C,33.47350311279297,33.2188606262207,-0.2546425
6,43,C,42.61687469482422,42.22846221923828,-0.38841248
6,44,C,25.582706451416016,25.937713623046875,0.35500717
6,45,C,26.72100067138672,26.8948917388916,0.17389107
6,46,C,27.130111694335938,26.945110321044922,-0.18500137
6,47,C,27.33595085144043,27.414505004882812,0.07855415
6,48,C,47.64009475708008,47.60694122314453,-0.033153534
6,49,C,23.39100456237793,23.91573715209961,0.5247326
6,50,C,41.761383056640625,41.71910095214844,-0.042282104
6,51,C,43.67926025390625,43.52472686767578,-0.15453339
6,52,C,35.444984436035156,35.33955764770508,-0.10542679
6,53,C,16.994770050048828,17.109617233276367,0.11484718
6,54,C,26.971176147460938,26.878929138183594,-0.09224701
6,55,C,26.00059700012207,26.097423553466797,0.09682655
6,56,C,37.06113815307617,36.95610046386719,-0.10503769
6,57,C,34.782798767089844,35.10653305053711,0.32373428
6,58,C,32.76359176635742,33.03903579711914,0.27544403
6,59,C,47.9955940246582,47.94268035888672,-0.052913666
7,0,C,22.801586151123047,22.72140121459961,-0.08018494
7,1,C,39.85447692871094,40.01808166503906,0.16360474
7,2,C,26.927385330200195,27.125865936279297,0.1984806
7,3,C,29.46258544921875,29.83403778076172,0.37145233
7,4,C,24.180740356445312,24.67294692993164,0.49220657
7,5,C,54.49772262573242,54.41512680053711,-0.082595825
7,6,C,39.85085678100586,39.912139892578125,0.06128311
7,7,C,32.032657623291016,31.954849243164062,-0.07780838
7,8,C,36.27421569824219,35.77690887451172,-0.49730682
7,9,C,22.781116485595703,23.4033145904541,0.6221981
7,10,C,29.66688346862793,29.673288345336914,0.0064048767
7,11,C,25.428537368774414,25.747140884399414,0.31860352
7,12,C,35.5296516418457,35.23463439941406,-0.29501724
7,13,C,43.52797317504883,42.87350845336914,-0.6544647
7,14,C,47.12788009643555,46.85498809814453,-0.272892
7,15,C,46.708831787109375,46.377445220947266,-0.33138657
7,16,C,37.04609680175781,36.91320037841797,-0.13289642
7,17,C,30.71419906616211,31.20551109313965,0.49131203
7,18,C,25.47161293029785,25.586467742919922,0.11485481
7,19,C,27.865488052368164,28.198490142822266,0.3330021
7,20,C,26.326955795288086,26.5199031829834,0.19294739
7,21,C,29.91322898864746,30.031957626342773,0.11872864
7,22,C,25.747039794921875,25.263811111450195,-0.48322868
7,23,C,33.05619430541992,33.20260238647461,0.14640808
7,24,C,36.513248443603516,37.003936767578125,0.49068832
7,25,C,29.875316619873047,30.20376205444336,0.32844543
7,26,C,25.728513717651367,26.02474594116211,0.29623222
7,27,C,36.53273010253906,36.33414840698242,-0.1985817
7,28,C,47.53673553466797,47.32161331176758,-0.21512222
7,29,C,52.12698745727539,52.231727600097656,0.10474014
7,30,C,32.93486785888672,33.23939514160156,0.30452728
7,31,C,43.625858306884766,44.30939865112305,0.68354034
7,32,C,56.803428649902344,57.22562789916992,0.42219925
7,33,C,30.222837448120117,31.07621192932129,0.8533745
7,34,C,24.954490661621094,25.439287185668945,0.48479652
7,35,C,27.31568717956543,28.1195011138916,0.80381393
7,36,C,32.87879943847656,33.5048942565918,0.6260948
7,37,C,30.675405502319336,29.997589111328125,-0.6778164
7,38,C,35.00727081298828,34.682106018066406,-0.3251648
7,39,C,42.28049087524414,42.19301223754883,-0.08747864
7,40,C,27.791006088256836,28.610218048095703,0.81921196
7,41,C,40.635902404785156,40.912109375,0.27620697
7,42,C,27.66596221923828,28.05645179748535,0.39048958
7,43,C,40.492671966552734,40.28856658935547,-0.20410538
7,44,C,38.54522705078125,38.863040924072266,0.31781387
7,45,C,37.66949462890625,38.09673309326172,0.42723846
7,46,C,41.71392059326172,41.80445861816406,0.090538025
7,47,C,34.097347259521484,34.117897033691406,0.020549774
7,48,C,30.937271118164062,30.949541091918945,0.012269974
7,49,C,39.8665885925293,40.23320770263672,0.3666191
7,50,C,34.62248611450195,34.437496185302734,-0.18498993
7,51,C,38.863521575927734,39.007057189941406,0.14353561
7,52,C,34.957366943359375,34.56970977783203,-0.38765717
7,53,C,33.429317474365234,33.91679000854492,0.48747253
7,54,C,30.346467971801758,30.56287956237793,0.21641159
7,55,C,40.00484848022461,40.12283706665039,0.11798859
7,56,C,35.18502426147461,35.79500961303711,0.60998535
7,57,C,15.932648658752441,16.095989227294922,0.16334057
7,58,C,23.978715896606445,24.309701919555664,0.33098602
7,59,C,37.95210647583008,37.51891326904297,-0.4331932
8,0,C,25.60688018798828,25.28179359436035,-0.3250866
8,1,C,32.62016677856445,32.67325973510742,0.053092957
8,2,C,40.3172721862793,40.38731002807617,0.07003784
8,3,C,20.955867767333984,20.51201057434082,-0.4438572
8,4,C,14.743618965148926,14.718148231506348,-0.025470734
8,5,C,32.61328125,32.36814498901367,-0.24513626
8,6,C,39.369384765625,39.06464767456055,-0.3047371
8,7,C,40.697227478027344,40.793251037597656,0.09602356
8,8,C,35.93503189086914,36.04899597167969,0.11396408
8,9,C,35.27348709106445,35.360870361328125,0.08738327
8,10,C,32.75436782836914,32.74903869628906,-0.005329132
